,Product Name,site1,PS CODE,MANU CODE,text body,price,In stock?
389,Refrigerator DOOR KEY,https://www.partselect.com/PS12172397-GE-WR01X28053-DOOR-KEY.htm?SourceCode=18,PS12172397,WR01X28053,No Info,$12.62,In Stock
390,Refrigerator Freezer Door Key,https://www.partselect.com/PS11742410-Whirlpool-WP4356840-Freezer-Door-Key.htm?SourceCode=18,PS11742410,WP4356840,No Info,$13.90,In Stock
391,Refrigerator Bin Button - Blue,https://www.partselect.com/PS11740351-Whirlpool-WP2315403-Bin-Button-Blue.htm?SourceCode=18,PS11740351,WP2315403,No Info,$27.84,In Stock
392,Refrigerator Selector Knob with Clip,https://www.partselect.com/PS11744671-Whirlpool-WP7711P357-60-Selector-Knob-with-Clip.htm?SourceCode=18,PS11744671,WP7711P357-60,No Info,No Info,No Info
393,"Refrigerator Trim, rear",https://www.partselect.com/PS12231002-Whirlpool-W10495387-Trim-rear.htm?SourceCode=18,PS12231002,W10495387,No Info,$26.72,Special Order
394,Refrigerator Front Drawer Trim,https://www.partselect.com/PS12349362-Whirlpool-W11214888-Front-Drawer-Trim.htm?SourceCode=18,PS12349362,W11214888,No Info,$39.03,In Stock
395,Refrigerator HARNS-WIRE,https://www.partselect.com/PS17216213-Whirlpool-W11676780-HARNS-WIRE.htm?SourceCode=18,PS17216213,W11676780,No Info,$33.58,On Order
396,Refrigerator Ribbon Cable Harness,https://www.partselect.com/PS1526364-Frigidaire-241680002-Ribbon-Cable-Harness.htm?SourceCode=18,PS1526364,241680002,No Info,No Info,No Info
397,Refrigerator Container,https://www.partselect.com/PS11752697-Whirlpool-WPW10317224-Container.htm?SourceCode=18,PS11752697,WPW10317224,No Info,$72.68,In Stock
398,Refrigerator CONTAINER,https://www.partselect.com/PS11771279-Bosch-11016449-CONTAINER.htm?SourceCode=18,PS11771279,11016449,No Info,$49.24,On Order
399,Refrigerator Leveling Leg,https://www.partselect.com/PS12705443-Frigidaire-5304519032-Refrigerator-Leveling-Leg.htm?SourceCode=18,PS12705443,5304519032,No Info,$25.78,In Stock
400,"Refrigerator Leg Assembly,Adjust",https://www.partselect.com/PS3523585-LG-4779JA3001E-Leg-Assembly-Adjust.htm?SourceCode=18,PS3523585,4779JA3001E,No Info,$18.70,In Stock
401,Refrigerator GRILL RECESS,https://www.partselect.com/PS3499774-GE-WR17X12898-GRILL-RECESS.htm?SourceCode=18,PS3499774,WR17X12898,No Info,$13.46,Special Order
402,Refrigerator Dispenser Grille - Gray,https://www.partselect.com/PS11752698-Whirlpool-WPW10317261-Dispenser-Grille-Gray.htm?SourceCode=18,PS11752698,WPW10317261,No Info,$54.60,In Stock
403,Refrigerator Access Panel,https://www.partselect.com/PS1526583-Frigidaire-241733902-Access-Panel.htm?SourceCode=18,PS1526583,241733902,No Info,No Info,No Info
404,Refrigerator HOUSING,https://www.partselect.com/PS8733866-Bosch-00677502-HOUSING.htm?SourceCode=18,PS8733866,00677502,No Info,No Info,No Info
405,Refrigerator DUCT DOOR Assembly PS,https://www.partselect.com/PS8768049-GE-WR17X13241-DUCT-DOOR-Assembly-PS.htm?SourceCode=18,PS8768049,WR17X13241,No Info,$20.79,In Stock
406,Refrigerator DUCT-AIR,https://www.partselect.com/PS3408541-Frigidaire-242006902-DUCT-AIR.htm?SourceCode=18,PS3408541,242006902,No Info,$45.72,Special Order
407,Refrigerator Water Filter Cover Insulation - White,https://www.partselect.com/PS430416-Frigidaire-240394102-Water-Filter-Cover-Insulation-White.htm?SourceCode=18,PS430416,240394102,No Info,$42.97,Special Order
408,Refrigerator Door Insulation,https://www.partselect.com/PS468655-Frigidaire-5303917276-Door-Insulation.htm?SourceCode=18,PS468655,5303917276,No Info,No Info,No Info
409,Refrigerator Lower Grille Cover - White,https://www.partselect.com/PS1016368-GE-WR74X10206-Lower-Grille-Cover-White.htm?SourceCode=18,PS1016368,WR74X10206,No Info,No Info,No Info
410,Refrigerator Kickplate Grille - White,https://www.partselect.com/PS2340498-GE-WR74X10263-Kickplate-Grille-White.htm?SourceCode=18,PS2340498,WR74X10263,No Info,No Info,No Info
411,Refrigerator CAN RACK CUDA 17,https://www.partselect.com/PS16730393-Whirlpool-W11517647-CAN-RACK-CUDA-17.htm?SourceCode=18,PS16730393,W11517647,No Info,$112.48,Special Order
412,Refrigerator CAN RACK BAR,https://www.partselect.com/PS2356296-GE-WR17X12631-CAN-RACK-BAR.htm?SourceCode=18,PS2356296,WR17X12631,No Info,No Info,No Info
413,Refrigerator Power Cord,https://www.partselect.com/PS11750904-Whirlpool-WPW10242407-Power-Cord.htm?SourceCode=18,PS11750904,WPW10242407,No Info,$50.63,In Stock
414,Refrigerator POWER CORD,https://www.partselect.com/PS12744109-GE-WR55X32470-POWER-CORD.htm?SourceCode=18,PS12744109,WR55X32470,No Info,$13.29,In Stock
415,Refrigerator BLADE,https://www.partselect.com/PS3501799-Whirlpool-W10341943-BLADE.htm?SourceCode=18,PS3501799,W10341943,No Info,$47.89,Special Order
416,Refrigerator BLADE,https://www.partselect.com/PS3501800-Whirlpool-W10341944-BLADE.htm?SourceCode=18,PS3501800,W10341944,No Info,$47.89,Special Order
417,Refrigerator CHUTE,https://www.partselect.com/PS3409460-Frigidaire-5303918484-CHUTE.htm?SourceCode=18,PS3409460,5303918484,No Info,$25.96,In Stock
418,Refrigerator Dispenser Funnel Chute - White,https://www.partselect.com/PS11738679-Whirlpool-WP13005704W-Dispenser-Funnel-Chute-White.htm?SourceCode=18,PS11738679,WP13005704W,No Info,$171.77,Special Order
419,Refrigerator STARTER,https://www.partselect.com/PS1765256-Frigidaire-241707709-STARTER.htm?SourceCode=18,PS1765256,241707709,No Info,$64.32,Special Order
420,Refrigerator STARTER,https://www.partselect.com/PS1526119-Frigidaire-241527805-STARTER.htm?SourceCode=18,PS1526119,241527805,No Info,$82.38,Special Order
421,Refrigerator NAMEPLATE,https://www.partselect.com/PS1991437-Frigidaire-241873301-NAMEPLATE.htm?SourceCode=18,PS1991437,241873301,No Info,$5.98,In Stock
422,Refrigerator NAMEPLATE FRIGIDA.P,https://www.partselect.com/PS2363935-Frigidaire-242015101-NAMEPLATE-FRIGIDA-P.htm?SourceCode=18,PS2363935,242015101,No Info,No Info,No Info
423,Refrigerator TRAY TRANSFORMER,https://www.partselect.com/PS2354605-GE-WR17X12725-TRAY-TRANSFORMER.htm?SourceCode=18,PS2354605,WR17X12725,No Info,$51.82,Special Order
424,Refrigerator TRANSFORMER,https://www.partselect.com/PS2354848-GE-WR62X10076-TRANSFORMER.htm?SourceCode=18,PS2354848,WR62X10076,No Info,$42.79,Special Order
425,Admiral Refrigerator Meat Drawer Shelf,https://www.partselect.com/PS11731608-Whirlpool-W10861519-Meat-Drawer-Shelf.htm?SourceCode=18,PS11731608,W10861519,No Info,No Info,In Stock
426,Amana Refrigerator Air Filter,https://www.partselect.com/PS2580853-Whirlpool-W10311524-Refrigerator-Air-Filter.htm?SourceCode=18,PS2580853,W10311524,No Info,No Info,In Stock
427,Beko Refrigerator Vacuuming Tube,https://www.partselect.com/PS17808064-Blomberg-4215790200-Vacuuming-Tube.htm?SourceCode=18,PS17808064,4215790200,No Info,No Info,Special Order
428,Beko Refrigerator Charging Tube,https://www.partselect.com/PS17808084-Blomberg-4223430100-Charging-Tube.htm?SourceCode=18,PS17808084,4223430100,No Info,No Info,In Stock
429,Blomberg Refrigerator Vcc Compressor (Embraco Vemc7c) 115v,https://www.partselect.com/PS17807928-Blomberg-4151231600-Vcc-Compressor-Embraco-Vemc7c-115v.htm?SourceCode=18,PS17807928,4151231600,No Info,No Info,On Order
430,Blomberg Refrigerator Top Hinge Assembly,https://www.partselect.com/PS17807932-Blomberg-4152080100-Top-Hinge-Assembly.htm?SourceCode=18,PS17807932,4152080100,No Info,No Info,In Stock
431,Bosch Refrigerator TRAY,https://www.partselect.com/PS12729558-Bosch-11030671-TRAY.htm?SourceCode=18,PS12729558,11030671,No Info,No Info,In Stock
432,Bosch Refrigerator TRAY,https://www.partselect.com/PS8733251-Bosch-00671179-TRAY.htm?SourceCode=18,PS8733251,00671179,No Info,No Info,In Stock
433,Caloric Refrigerator Door Light Switch,https://www.partselect.com/PS11738900-Whirlpool-WP2149705-Door-Light-Switch.htm?SourceCode=18,PS11738900,WP2149705,No Info,No Info,In Stock
434,Caloric Refrigerator Bimetal Defrost Thermostat,https://www.partselect.com/PS11742474-Whirlpool-WP4387503-Bimetal-Defrost-Thermostat.htm?SourceCode=18,PS11742474,WP4387503,No Info,No Info,In Stock
435,Electrolux Refrigerator Door Shelf Bin,https://www.partselect.com/PS429873-Frigidaire-240338101-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18,PS429873,240338101,No Info,No Info,In Stock
436,Estate Refrigerator Replacement Ice Maker,https://www.partselect.com/PS358591-Whirlpool-4317943-Replacement-Ice-Maker.htm?SourceCode=18,PS358591,4317943,No Info,No Info,In Stock
437,Estate Refrigerator EveryDrop Water Filter,https://www.partselect.com/PS11722132-Whirlpool-EDR5RXD1-EveryDrop-Water-Filter.htm?SourceCode=18,PS11722132,EDR5RXD1,No Info,No Info,In Stock
438,Gaggenau Refrigerator Evaporator Fan Blade,https://www.partselect.com/PS11738973-Whirlpool-WP2169142-Evaporator-Fan-Blade.htm?SourceCode=18,PS11738973,WP2169142,No Info,No Info,In Stock
439,Gaggenau Refrigerator Water Filter,https://www.partselect.com/PS16556076-Bosch-11034152-Refrigerator-Water-Filter.htm?SourceCode=18,PS16556076,11034152,No Info,No Info,In Stock
440,Gibson Refrigerator Center Crisper Drawer Slide Rail - White,https://www.partselect.com/PS11757048-Whirlpool-WPW10671238-Refrigerator-Center-Crisper-Drawer-Slide-Rail-White.htm?SourceCode=18,PS11757048,WPW10671238,No Info,No Info,In Stock
441,Haier Refrigerator Upper Freezer Basket,https://www.partselect.com/PS2356327-GE-WR21X10208-Upper-Freezer-Basket.htm?SourceCode=18,PS2356327,WR21X10208,No Info,No Info,In Stock
442,Haier Refrigerator Ice Maker Assembly Kit,https://www.partselect.com/PS12727331-GE-WR30X30972-Ice-Maker-Assembly-Kit.htm?SourceCode=18,PS12727331,WR30X30972,No Info,No Info,In Stock
443,Hardwick Refrigerator Pantry End Cap - Left Side,https://www.partselect.com/PS11738573-Whirlpool-WP12656105-Pantry-End-Cap-Left-Side.htm?SourceCode=18,PS11738573,WP12656105,No Info,No Info,In Stock
444,Hoover Refrigerator ARM-SHUT,https://www.partselect.com/PS12712096-Whirlpool-W11342242-ARM-SHUT.htm?SourceCode=18,PS12712096,W11342242,No Info,No Info,In Stock
445,Kelvinator Refrigerator Door Gasket,https://www.partselect.com/PS2331952-Frigidaire-241872513-Refrigerator-Door-Gasket.htm?SourceCode=18,PS2331952,241872513,No Info,No Info,Special Order
446,Kelvinator Refrigerator Crisper Drawer Cover,https://www.partselect.com/PS2363600-Frigidaire-240364787-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18,PS2363600,240364787,No Info,No Info,In Stock
447,Kenmore Refrigerator Door Shelf Retainer Bar,https://www.partselect.com/PS734936-Frigidaire-240534701-Door-Shelf-Retainer-Bar.htm?SourceCode=18,PS734936,240534701,No Info,No Info,In Stock
448,LG Refrigerator Door Bin - White/Clear,https://www.partselect.com/PS8748026-LG-AAP73631501-Door-Bin-White-Clear.htm?SourceCode=18,PS8748026,AAP73631501,No Info,No Info,In Stock
449,LG Refrigerator Door Bin Shelf,https://www.partselect.com/PS16662680-LG-MAN64890501-Door-Bin-Shelf.htm?SourceCode=18,PS16662680,MAN64890501,No Info,No Info,On Order
450,Litton Refrigerator Bimetal Defrost Thermostat,https://www.partselect.com/PS11738231-Whirlpool-WP10442411-Bimetal-Defrost-Thermostat.htm?SourceCode=18,PS11738231,WP10442411,No Info,No Info,In Stock
451,Litton Refrigerator Run Capacitor,https://www.partselect.com/PS11743364-Whirlpool-WP65889-4-Run-Capacitor.htm?SourceCode=18,PS11743364,WP65889-4,No Info,No Info,In Stock
452,Norge Refrigerator Door Shelf Retainer,https://www.partselect.com/PS2076360-Whirlpool-70197-1-Door-Shelf-Retainer.htm?SourceCode=18,PS2076360,70197-1,No Info,No Info,In Stock
453,RCA Refrigerator Fresh Food Door Gasket,https://www.partselect.com/PS2364916-GE-WR24X10229-Fresh-Food-Door-Gasket.htm?SourceCode=18,PS2364916,WR24X10229,No Info,No Info,In Stock
454,RCA Refrigerator Defrost Timer - 120V 60Hz,https://www.partselect.com/PS310869-GE-WR9X502-Defrost-Timer-120V-60Hz.htm?SourceCode=18,PS310869,WR9X502,No Info,No Info,In Stock
455,Roper Refrigerator Water Inlet Valve,https://www.partselect.com/PS3497634-Whirlpool-W10408179-Water-Inlet-Valve.htm?SourceCode=18,PS3497634,W10408179,No Info,No Info,In Stock
456,Samsung Refrigerator Water Filter,https://www.partselect.com/PS17537652-Samsung-HAF-QIN-EXP-Refrigerator-Water-Filter.htm?SourceCode=18,PS17537652,HAF-QIN/EXP,No Info,No Info,On Order
457,Samsung Refrigerator Door Closing Mechanism,https://www.partselect.com/PS4176636-Samsung-DA97-12625A-Door-Closing-Mechanism.htm?SourceCode=18,PS4176636,DA97-12625A,No Info,No Info,In Stock
458,Sharp Refrigerator Water Fill Cup and Bearing,https://www.partselect.com/PS11743318-Whirlpool-WP628356-Water-Fill-Cup-and-Bearing.htm?SourceCode=18,PS11743318,WP628356,No Info,No Info,In Stock
459,Sharp Refrigerator Ice Dispenser Solenoid and Door Kit,https://www.partselect.com/PS2003478-Whirlpool-12001991-Ice-Dispenser-Solenoid-and-Door-Kit.htm?SourceCode=18,PS2003478,12001991,No Info,No Info,In Stock
460,SMEG Refrigerator Letter M Plate,https://www.partselect.com/PS17822772-SMEG-875850375-Letter-M-Plate.htm?SourceCode=18,PS17822772,875850375,No Info,No Info,In Stock
461,SMEG Refrigerator Logo Smeg,https://www.partselect.com/PS17823498-SMEG-925030203-Logo-Smeg.htm?SourceCode=18,PS17823498,925030203,No Info,No Info,In Stock
462,Tappan Refrigerator Defrost Timer - 60Hz 120V,https://www.partselect.com/PS423801-Frigidaire-215846602-Defrost-Timer-60Hz-120V.htm?SourceCode=18,PS423801,215846602,No Info,No Info,In Stock
463,Tappan Refrigerator Ice Dispenser Drum,https://www.partselect.com/PS1526412-Frigidaire-241685101-Ice-Dispenser-Drum.htm?SourceCode=18,PS1526412,241685101,No Info,No Info,In Stock
464,Thermador Refrigerator Ice Dispenser Door Chute,https://www.partselect.com/PS11739035-Whirlpool-WP2180353-Ice-Dispenser-Door-Chute.htm?SourceCode=18,PS11739035,WP2180353,No Info,No Info,In Stock
465,Thermador Refrigerator Seal,https://www.partselect.com/PS11739241-Whirlpool-WP2198628-Seal.htm?SourceCode=18,PS11739241,WP2198628,No Info,No Info,In Stock
466,Uni Refrigerator Door Rack,https://www.partselect.com/PS735091-Frigidaire-240535101-Door-Rack.htm?SourceCode=18,PS735091,240535101,No Info,No Info,In Stock
467,Uni Refrigerator Handle set (2 pieces) - White,https://www.partselect.com/PS11770473-Frigidaire-5304506469-Refrigerator-Handle-set-2-pieces-White.htm?SourceCode=18,PS11770473,5304506469,No Info,No Info,In Stock
